id,duration
36047042300,131072.0
44009051305,95104.0
36047018100,145938.0
27053104900,204032.0
36047051700,148802.0
36047030500,397450.0
36047055700,231001.0
36061005400,314633.0
08019014900,102016.0
36061010900,723590.0
36061010300,138048.0
33009960400,133436.0
36047039300,884352.0
36061007100,111962.0
36047020300,102724.0
39061000700,129792.0
36061010100,505264.0
36103147004,170240.0
36061011300,4142938.0
36047002100,196925.0
36061005200,218598.0
08031980000,189619.0
36047018300,335413.0
36047048500,112514.0
08031004201,301312.0
08031004202,2518912.0
44007000600,292977.0
36061009500,114283.0
36061003100,88048.0
36039080402,86912.0
36047020100,1968112.0
36039080502,643072.0
36047019300,635226.0
36047023100,8053942.0
36081071600,204497.0
36047058900,659585.0
44007000800,1524272.0
09007541500,98816.0
25017353800,97789.0
36061008900,474240.0
44007003700,15690112.0
06037980028,135680.0
36061006500,134733.0
36047055500,127224.0
36061004400,123227.0
36061005800,93499.0
44007003602,1665425.0
44007003601,2600900.0
36047056100,361049.0
36061006200,176121.0
36061009300,145024.0
36047057300,241622.0
36061008300,106215.0
25017360200,155490.0
36047051300,113218.0
27053003800,213376.0
36047019900,410709.0
36061011500,821681.0
06037197410,115200.0
36047022700,1678103.0
36047019700,524036.0
36047023500,87354.0
36061001002,129841.0
36061004500,134444.0
36047022900,688538.0
36047055300,242224.0
36047028501,124928.0
06037197500,111977.0
36047051100,131971.0
08117000200,225008.0
36061009900,826322.0
36061012100,1158097.0
36047017700,121856.0
08031003203,153767.0
36061011100,900291.0
36047056900,374641.0
23019030000,101120.0
06037460800,205568.0
36047057500,112151.0
36047024500,98720.0
06037701000,174848.0
44007001300,112896.0
44007001200,180096.0
36047019500,197120.0
36047023300,702212.0
44007003500,106240.0
39035107701,117120.0
36061011900,1140619.0
44007001100,207616.0
