id,duration
36047053700,7789.0
39035103300,24064.0
39061024002,4480.0
36119008602,9344.0
36061008601,64309.0
44009051306,26240.0
36077590100,55808.0
08063962200,3840.0
36061007000,10791.0
36061001502,49124.0
36061001501,37140.0
36047013900,21634.0
36081091601,5504.0
42003020300,4096.0
06037463700,30592.0
44009051503,6656.0
44009051504,6144.0
39035980500,7424.0
06037980019,10496.0
36081021200,3720.0
27053980000,69888.0
44005040900,8704.0
23017966600,30542.0
25005651300,8960.0
36061010400,58764.0
36061011201,22384.0
36061000900,5248.0
25017357100,4026.0
36061003900,29877.0
06083002913,20797.0
36061009700,47041.0
25005641000,6784.0
34023008503,5165.0
36061014500,63886.0
36021000900,17408.0
44007001000,39296.0
36061012900,14318.0
36081117500,32776.0
47009011503,46336.0
08051963700,18560.0
36061004100,62035.0
36021001400,4608.0
36061008100,15234.0
08031003800,26081.0
25017353101,5888.0
44007016600,30976.0
36047052300,79589.0
27053104800,31616.0
25017353200,11904.0
44005040400,7168.0
25015821903,5376.0
36061025700,8376.0
06037702501,5504.0
08031015300,6016.0
36061002601,23161.0
36061005502,9344.0
36061005501,4992.0
44009050700,14464.0
44003020800,7808.0
36047003500,47744.0
25017354000,26586.0
08031004304,23424.0
08031004306,4224.0
08031004301,80679.0
08031004302,31232.0
08031004303,6016.0
36047000100,55253.0
42101016500,72846.0
36061003602,13568.0
36047050804,12855.0
44007014100,26496.0
36047008400,33792.0
36047024100,53352.0
36001000404,6400.0
08031003300,13952.0
44007001900,22912.0
42107000300,11392.0
36081040100,19968.0
36061003001,51396.0
36061003002,4780.0
27053105201,11008.0
39061024400,48000.0
27053103600,25344.0
36061009400,61586.0
08051963600,73472.0
44007015200,24832.0
36061004000,77715.0
36027100000,15744.0
08031003902,5888.0
08031003901,5504.0
36061015700,5760.0
44007016500,9216.0
06037273902,13184.0
36039081101,10368.0
36039081102,15104.0
08059009848,4864.0
51013980200,10752.0
25017353102,25856.0
36061016900,25344.0
08015000402,20736.0
09007670100,11008.0
36061017500,63616.0
36061012500,56211.0
36119000900,42456.0
09007541700,75008.0
36079010800,5632.0
36061002500,3712.0
37119980100,29056.0
06059062614,56320.0
06037195710,11136.0
36061008400,7552.0
36047018700,11264.0
36061015100,5632.0
36047016300,20700.0
42101980400,12928.0
36081033100,65210.0
36061007900,38317.0
08031003003,31420.0
09001060800,6136.0
42101001101,30315.0
27053105600,22144.0
36047049900,6144.0
42101000401,65965.0
42101000402,9192.0
36061024100,8320.0
36047056500,74816.0
08005004952,11392.0
44007003400,33280.0
39061026500,63232.0
42079216900,46336.0
36027150003,20608.0
36061012700,17664.0
23019000900,5120.0
36061004900,70657.0
36047014300,5249.0
06037214800,34304.0
44007016400,38528.0
25005655200,4736.0
27053007700,18432.0
24031704804,47104.0
09011693400,5384.0
44007000300,26368.0
09011716101,5374.0
25017353000,14464.0
36047024900,11904.0
36061001200,4992.0
08013013701,11264.0
36047054900,56321.0
25025080801,12032.0
25005652000,7680.0
36061002400,16129.0
09001030400,5760.0
36047042900,81284.0
36047003700,9088.0
08031004107,40405.0
08031004101,9472.0
44007000700,35072.0
36047028900,4353.0
36025971000,17664.0
36061015002,13952.0
