id,duration
25025000803,15882.0
09011870300,5760.0
36047053100,4230.0
08031003102,22528.0
36061003200,84408.0
36047050100,43953.0
25017363104,62442.0
44007002400,6272.0
25009254302,47360.0
06037207302,5632.0
36047052500,15398.0
36047049100,27986.0
36027010000,7296.0
25015822200,4480.0
34039035400,83461.0
09015900100,6362.0
25021414100,4224.0
34003013001,4352.0
09009190200,7930.0
25017353700,16502.0
42101002702,60255.0
36061001300,14848.0
08013013602,11520.0
20167973900,50816.0
36047021500,9344.0
36079010600,6784.0
34003001000,5888.0
06037190700,28471.0
09009154500,4066.0
08005006858,14592.0
25021415300,4842.0
36061013900,25528.0
36047057100,65950.0
06037207400,44921.0
08031004005,9856.0
36081000200,26752.0
36061024500,4096.0
36047016100,11009.0
25005651900,4352.0
25005646104,4608.0
09001080800,4017.0
36047015900,78406.0
36081018700,55257.0
36061003300,44684.0
42101001700,43646.0
36081088901,10240.0
44007002500,36358.0
25017335100,17263.0
36047123700,80402.0
36061006300,83128.0
36061000800,5109.0
36047007700,40975.0
09009194201,6912.0
36047000700,12172.0
36061031703,23905.0
36047026700,5555.0
36061013700,50719.0
44009050600,9856.0
09001010201,11411.0
36057072500,21888.0
36047152200,9728.0
09001020100,7552.0
36103159510,11008.0
36061009200,83226.0
09011702400,3841.0
36047024700,61392.0
44007000900,43264.0
42101013200,3920.0
08015000300,12032.0
44007012200,7808.0
34013980200,19594.0
36047051500,70912.0
36027140801,35951.0
36061008000,78179.0
36081000100,44032.0
36047050300,22016.0
36047053900,28707.0
25005651800,14464.0
36061007400,8751.0
08031002702,7494.0
36061004200,77201.0
44007011301,4480.0
09001022200,5508.0
09011690500,5381.0
36061007300,37319.0
25017361300,22009.0
36047019100,21306.0
36061015900,7040.0
42003090200,38912.0
06037700700,32896.0
25017365201,52160.0
36047049700,17964.0
09009194100,4224.0
36047011900,54656.0
36005042600,38886.0
44005041300,17792.0
36111954000,3840.0
36047004300,29502.0
06037217100,5376.0
36061017100,41856.0
36047047700,16512.0
47093000100,44416.0
25015820300,63232.0
36039080202,73856.0
36061004300,20214.0
36061025300,5760.0
36061018100,4864.0
34021004301,3658.0
09007680100,7296.0
26163985400,8960.0
42101014400,18913.0
23019000700,12288.0
39035103602,12160.0
36039081000,33280.0
09005261100,40576.0
36047039100,81408.0
08031001600,4736.0
34039031300,7060.0
34039031904,67573.0
27053105204,5248.0
36047059300,61312.0
36047042700,32128.0
25005651700,34432.0
36047003900,13824.0
44007003100,79360.0
36061007500,7680.0
36061006100,24557.0
36061001800,86005.0
42107002500,5120.0
36005027600,9127.0
09011660102,9556.0
09011660101,7168.0
08031000600,8192.0
36047018501,19356.0
36047056300,35247.0
44007000102,13952.0
36027210101,6016.0
25005652600,32768.0
44007010200,9088.0
25009253202,22912.0
42077006703,56704.0
36061005000,20970.0
44009050401,7292.0
36047000900,38961.0
34017012700,75323.0
36047028700,49994.0
08031003701,64000.0
08031003703,16384.0
08031003702,45824.0
09001043100,8064.0
42101000902,64128.0
36039080300,34304.0
36061009000,4608.0
36061008200,16000.0
21015980100,25728.0
36047012901,38016.0
09001070600,7168.0
36027160003,3840.0
36047054300,39098.0
27053012101,13312.0
36061020300,63616.0
36081000700,34228.0
44007016100,12928.0
09007541600,60288.0
08031001702,6159.0
08031001701,36992.0
06037123103,5637.0
36061020500,9216.0
08019014700,6016.0
25025070200,13008.0
36061006000,8829.0
09001050500,6786.0
47009980100,6528.0
09009151200,4481.0
06037206200,10496.0
36047049500,64768.0
09011690700,5120.0
25017361100,51468.0
36047048100,44288.0
25017352900,15104.0
36061001001,3968.0
27053126200,19968.0
36061000500,5632.0
36047012100,53760.0
36061014900,32379.0
42107002600,15232.0
06037191301,8249.0
36047054700,4352.0
36047016700,13312.0
36119985000,16128.0
36061009100,55298.0
06037800506,5376.0
36061011402,3840.0
20169000200,4992.0
36025970700,43648.0
36047001500,24810.0
36047050400,4608.0
36041950300,10112.0
36061006900,62863.0
36111952600,3712.0
25017362100,28491.0
36047021900,7936.0
36061002100,58589.0
42101000100,39310.0
25023524101,5120.0
27053104400,46464.0
36061008700,48257.0
44007003300,36352.0
36077590202,11520.0
08031004103,66025.0
09001043900,86278.0
36047042500,48640.0
36061013100,72687.0
36047003100,77142.0
09001050600,6528.0
08093000400,6656.0
06037195300,10880.0
39035107802,5632.0
44007010400,6016.0
36047038900,76856.0
25025981300,51200.0
36061009800,4096.0
36047001100,71942.0
09011702700,7936.0
36081084602,25042.0
25017354200,5145.0
36061019900,6400.0
44003022000,9216.0
25017365100,15740.0
47093005701,9216.0
25017351100,78034.0
50025968700,4349.0
36047043100,50176.0
36103147200,4352.0
06037702002,7808.0
36061009600,11585.0
06037311100,36343.0
25005630200,3840.0
36047002300,10624.0
23019029000,9856.0
36047044900,72833.0
09011705300,6663.0
09009130101,4038.0
36061012200,10624.0
08031002701,16487.0
44003980000,6656.0
36047050500,81024.0
36061020101,14336.0
36047013700,24704.0
08031001102,24192.0
36047017900,50643.0
44009051400,10240.0
36047117400,21376.0
36061013000,4992.0
44007003200,5620.0
36081041500,8192.0
36061002900,22662.0
09011693700,4352.0
27123030100,20096.0
36047117800,9600.0
17081050500,57600.0
36111951700,4864.0
44003021100,15485.0
06037430801,4864.0
06037213201,4266.0
47093005604,40576.0
29183311003,4992.0
36047050801,42058.0
36061001600,34560.0
36047039500,16768.0
36061019300,58417.0
44003022100,20514.0
36061015300,3846.0
36047020500,29184.0
42003060300,5888.0
39035153103,3734.0
47093003700,46464.0
36061004700,71585.0
18061060300,5376.0
25009251700,7040.0
08031003201,19246.0
08031002000,8448.0
36047001300,14464.0
44007011600,3968.0
36047025902,40082.0
36041950500,7936.0
36061006700,6506.0
36047021100,6206.0
39035104200,23989.0
36061013300,24271.0
36061002800,56035.0
36071013600,4096.0
36047118201,16384.0
36047003300,19968.0
25025070101,70197.0
08093000200,3840.0
44003022202,5093.0
42017105505,13063.0
42101980900,27776.0
36047051900,69652.0
36061020901,10112.0
36061007600,81416.0
36061019200,7232.0
36047055100,73093.0
08031001901,7552.0
36061005600,19968.0
36119007700,13179.0
36081001900,40612.0
25015821400,8448.0
36047013100,40308.0
36061012000,16000.0
44007011702,5376.0
27053105500,73088.0
36047035200,10368.0
39035118700,6573.0
08031001301,5376.0
42101034801,36375.0
36047010100,40832.0
36061003700,60919.0
36047049300,18304.0
36047004100,16223.0
36061017300,5120.0
36061014300,40064.0
09003484100,6015.0
42079217600,9344.0
44007013701,4480.0
36061007800,33222.0
36047014900,76261.0
08031004403,14976.0
08093000100,3712.0
08031004405,60477.0
08031004404,13952.0
27053106200,9088.0
36047059100,9730.0
42101036600,63757.0
25013813801,47591.0
36081027900,15360.0
36061007700,81256.0
36061001402,33152.0
36061001401,62430.0
09007670200,5632.0
25005631100,4480.0
25017351203,82565.0
36081008600,8564.0
25003926100,7808.0
25021456200,9728.0
36061005700,32888.0
36081100802,54144.0
36119007800,3764.0
09001010700,3968.0
08117000300,28252.0
27053126100,43648.0
36047031702,79364.0
08031000402,25600.0
27053103900,25344.0
36047045300,23296.0
09009140200,11392.0
25025110103,9088.0
08019014800,6400.0
36047021300,70326.0
06037195720,5314.0
36061003800,47019.0
25025030300,7808.0
24031705000,20608.0
36061013500,7040.0
36047000501,5632.0
36047000502,8576.0
44007002900,5888.0
36047024300,74723.0
06037461700,5504.0
36047028300,10104.0
36061000700,7422.0
