09001074400,3584.0
36005050400,3561.0
08059009849,1920.0
25017354900,2944.0
25017374500,2048.0
44009050901,2048.0
36061011203,2816.0
36061011202,1936.0
25027758101,2560.0
25005645102,2432.0
25017350800,3379.0
09011693300,2048.0
36061021600,2176.0
36081090700,2688.0
36061000600,2449.0
34017007700,3156.0
36081043900,3285.0
36005001900,2432.0
08047013800,3584.0
08005081000,3200.0
09009184700,2816.0
36047004500,2048.0
36005035600,2176.0
36071013100,3584.0
23019026500,2304.0
36081029700,1920.0
36047050700,2048.0
36047052700,2560.0
08073961700,2304.0
36027070101,3200.0
09011705400,3584.0
36119006500,2259.0
36103159106,3507.0
44007010900,1920.0
06037185310,2432.0
08015000401,2688.0
29053950500,3200.0
34017013400,3046.0
08001008309,2048.0
36005019400,2408.0
44003020904,2356.0
44009051502,3456.0
06037187300,2304.0
09009154700,2560.0
36081020800,2816.0
09011716102,3584.0
08043979000,3072.0
36071014900,2304.0
36071013900,1920.0
27053108000,2816.0
36047040700,2176.0
06037192520,2522.0
36081037100,2969.0
06083000900,2227.0
36047057900,2601.0
23019021500,2048.0
08013013702,2432.0
36079010700,2048.0
36119010701,3020.0
08031004106,2688.0
08031004102,2816.0
25005651002,2816.0
33009961700,3235.0
34039035800,3436.0
09001210300,1888.0
36119007300,2432.0
36061006400,2688.0
25009254301,2560.0
09001021400,2048.0
09001010101,3513.0
36021001300,1920.0
09001050400,1829.0
09009150600,2592.0
36081038302,2131.0
08001008100,3328.0
08031004006,2944.0
36025971100,2048.0
09001022300,2688.0
36061000202,2688.0
09001060700,2391.0
09009194202,3405.0
36027200001,2304.0
09001011300,3072.0
25017374800,2048.0
09005262100,2176.0
36047050900,2560.0
36061011700,3588.0
06037460301,3200.0
36047020700,3072.0
09001030200,2048.0
06037214700,1920.0
09009142603,2944.0
44009050500,3328.0
34023006500,1872.0
36035970300,2944.0
34039034500,3248.0
33011014202,2462.0
44009051101,1920.0
36119007000,1920.0
06037310601,2898.0
36047006500,3575.0
29107090601,2176.0
36119013103,2686.0
36061022800,2304.0
09009184500,2176.0
36027060400,2512.0
08031002601,2432.0
36047049400,2688.0
06037300901,2560.0
36061030700,2700.0
44009050402,2176.0
36095740400,2048.0
09009150300,3456.0
25005631600,2560.0
09009184200,2432.0
47093004609,1920.0
36119006100,2188.0
09011870703,2944.0
09011870704,1920.0
09011696700,2349.0
25027751101,1920.0
36027070401,2048.0
09009157100,1920.0
09001070900,1920.0
09001044100,2560.0
44007000200,2271.0
44001030902,2432.0
06037191302,2432.0
50025968600,2701.0
25003914100,2304.0
08031003402,2432.0
42101032500,1834.0
06037930101,2432.0
36081096400,3072.0
06111005503,2222.0
44007002300,2130.0
36119006000,3200.0
20193953400,3456.0
36047054500,2250.0
09001011200,2688.0
11001006202,2048.0
36081017100,2304.0
36047028502,2560.0
08031003500,2304.0
36021002000,1920.0
42127960200,2048.0
09009154600,2176.0
25009210100,2816.0
36111953700,2048.0
36061020102,2432.0
06037461902,2304.0
20053086700,2816.0
34003012001,3328.0
36093021001,2048.0
09001011100,2432.0
36061022200,3274.0
25021415101,3456.0
09001010800,2688.0
06037183820,2944.0
44005041701,3072.0
44009050301,2048.0
08059010100,3200.0
09011705101,2816.0
09011705102,1920.0
36005035800,3336.0
09009140400,2432.0
36047066600,3200.0
09009184100,3200.0
08031005104,2176.0
36027210201,2688.0
36119005701,2560.0
25025060600,3072.0
06083002922,2130.0
44007010600,2560.0
09001044200,2816.0
09011702100,2816.0
47093006900,2048.0
25021404100,2048.0
44005041602,2176.0
09011705200,3200.0
44007017700,2048.0
34017013800,3518.0
17081051100,1920.0
36041950400,3456.0
25005631200,2304.0
06037207103,3072.0
23019000200,2048.0
08031005200,1920.0
06037214501,2432.0
36021000700,2176.0
09001080400,3456.0
44003022300,3179.0
06065044405,3328.0
09009150800,2569.0
36005009300,2048.0
36111950100,3456.0
36061003601,2561.0
42107000400,1920.0
36081005200,1920.0
09003510600,2747.0
44009050103,2688.0
08069002803,1920.0
08001008402,2176.0
36111953300,3328.0
36047036700,2652.0
06037214600,2560.0
09007680200,2103.0
09001043500,2818.0
